"StateAbbr","PlaceName","Population2010","ACCESS","ARTHRITIS","BINGE","BPHIGH","BPMED","CANCER","CASTHMA","CHD","CHECKUP","CHOLSCREEN","COLON_SCREEN","COPD","COREM","COREW","CSMOKING","DENTAL","DIABETES","DRUGS","HIGHCHOL","KIDNEY","LPA","MAMMOUSE","MHLTH","OBESITY","PAPTEST","PHLTH","SLEEP","STROKE","TEETHLOST","Geolocation"
"LA","Lafayette",120623,21.6,23.7,17.9,35.1,78.5,5.8,8.7,7.2,"Top25th",69.8,61.5,6.7,34.7,35.1,23.6,"BelowAvg",10.1,"AboveAvg",36.4,2.8,27.1,76,"Third25th",27.8,79.3,13.2,34.5,3.3,"Poor","(30.21205828150, -92.0317532321)"
"LA","Lake Charles",71993,26.5,28.2,15.1,43,80.2,6.3,9.2,8.6,"Top25th",72.8,59.6,8,31.9,33,27.4,"BelowAvg",13.2,"AboveAvg",40.1,3.1,32.6,75.5,"Top25th",29.7,79.5,15.8,38.3,4.4,"ExtremelyPoor","(30.20306799660, -93.2148796496)"
"LA","New Orleans",343829,24.8,23.4,18,39.9,80.6,5.2,9.1,7.3,"Top25th",72.5,61,6.8,37,31,23.9,"BelowAvg",12.6,"AboveAvg",36.4,3,27.7,79.4,"Third25th",28.3,82.1,14.6,38.4,4,"ExtremelyPoor","(30.06870099350, -89.9316317895)"
"LA","Shreveport",199311,25.9,28.1,15.5,44.2,79.7,6.1,9.3,8.3,"Top25th",72.8,57.8,7.7,34.1,35.3,25.6,"BelowAvg",13.2,"AboveAvg",40.1,3.1,31.8,75.7,"Top25th",30,81.4,15.6,40.3,4.4,"ExtremelyPoor","(32.46716188640, -93.7962236108)"
"ME","Portland",66194,15.3,24.5,18.6,27.5,74.5,6.3,10.8,5.6,"Third25th",74.5,71.4,6.2,37.3,34.4,16.3,"AboveAvg",7.8,"AboveAvg",33.4,2.3,17.9,78.2,"Second25th",21.8,81.3,10.5,30.3,2.6,"Moderate","(43.67798362710, -70.2752544531)"
"MD","Baltimore",620961,15.8,27.3,14.5,37.6,79.6,5.5,11.3,6.2,"Top25th",74.6,64.4,7.9,29.1,32,23.3,"BelowAvg",13.5,"AboveAvg",36,3.1,25.9,82,"Top25th",28.8,83.9,13.2,44.2,4.3,"ExtremelyPoor","(39.30845239910, -76.6160492311)"
"MA","Boston",617594,11.2,19.5,20.1,24.6,71.4,4.7,12.2,4.7,"Top25th",72.3,66.7,5.8,28.7,31.3,17.8,"AboveAvg",8.6,"AboveAvg",30.3,2.6,19.9,81.7,"Third25th",21.3,82.5,10.9,36.4,2.5,"Poor","(42.31557967770, -71.0916505804)"
"MA","Brockton",93810,12.6,30.1,16.2,35,76.2,6.4,13.8,7.1,"Top25th",79.9,62.2,9.6,25,26.2,26,"BelowAvg",12.7,"AboveAvg",36.5,3.4,28.9,79.6,"Top25th",28.4,82.8,15.5,45.6,3.6,"ExtremelyPoor","(42.08207137200, -71.0241656338)"
"MA","Cambridge",105162,6.7,16.7,20.6,21.7,67,4.8,11,3.4,"Top25th",73.5,73.7,3.8,33.4,31.8,12.8,"AboveAvg",5.9,"AboveAvg",28.1,1.9,16.1,83.8,"Lowest25th",20.8,84.5,7.5,33.6,1.6,"Good","(42.37581880510, -71.1183992378)"
"MA","Fall River",88857,12.4,32.7,16.8,33.7,77.5,7.3,14.6,8.4,"Top25th",79.4,63.5,11.6,28.9,21.6,27.9,"BelowAvg",12.4,"AboveAvg",43.3,3.3,29.3,77.3,"Top25th",24.9,81.7,18,43.4,3.8,"ExtremelyPoor","(41.71399075980, -71.0996396919)"
"MA","Lawrence",76377,23.4,25.5,16.2,30.4,71.7,4.6,13.1,6.4,"Top25th",71.9,56.4,7.9,22.9,21.2,21.4,"BelowAvg",13.6,"AboveAvg",37.6,3.9,33.8,78,"Top25th",27.7,82.9,17.7,42.8,3,"ExtremelyPoor","(42.70027722010, -71.1626790341)"
"MA","Lowell",106519,12.7,23.5,17.1,26.4,71.6,5.5,12.2,5.6,"Top25th",77,63,7,29,26.7,20.2,"NearAvg",9.8,"AboveAvg",33.3,2.7,27.1,79.1,"Top25th",20.7,77.8,13,38.7,2.6,"ExtremelyPoor","(42.63887273310, -71.3217143960)"
"MA","Lynn",90329,14.6,27.8,16.8,32.1,74.2,6,13.2,6.6,"Top25th",76.5,64.6,8.6,26.4,26.4,21.4,"NearAvg",11.6,"AboveAvg",38,3.3,28.5,79.9,"Top25th",24.7,84.3,15.1,41.7,3.1,"ExtremelyPoor","(42.47833228810, -70.9662372538)"
"MA","New Bedford",95072,14.3,32.4,16.4,34,77.2,7.1,14.6,8.4,"Top25th",78.7,62.9,11.3,28.4,21.5,27.2,"BelowAvg",13.1,"AboveAvg",43.3,3.5,29.9,77.2,"Top25th",26,81.8,18.3,44,3.9,"ExtremelyPoor","(41.67126672580, -70.9441204537)"
"MA","Newton",85146,4.2,23.7,18,28,75.9,7.7,10.2,5.2,"Top25th",83.4,76.4,4.5,35.9,34.6,10.1,"AboveAvg",7.5,"BelowAvg",35.5,2.4,15.4,84.6,"Lowest25th",18.2,87.1,7.9,30.3,2.1,"Good","(42.33165676160, -71.2084466944)"
"MA","Quincy",92271,7.6,24.2,16.2,28.4,78.2,6.8,10.7,5.6,"Top25th",81.7,68.4,6.4,30.3,29.7,16.7,"AboveAvg",9.4,"BelowAvg",34,2.8,21.7,81,"Second25th",17.8,82.4,10.7,36.7,2.5,"Moderate","(42.24929819180, -71.0218764062)"
"MA","Somerville",75754,8.2,18,21.4,21.6,66.4,4.9,11.5,3.9,"Top25th",75.3,69.9,4.7,32.3,30,15.8,"AboveAvg",6.3,"AboveAvg",28.2,2.1,18.4,81.6,"Second25th",21.1,84.5,8.9,34.6,1.8,"Poor","(42.39057388580, -71.1017450879)"
"MA","Springfield",153060,18.5,28.6,15.6,34.5,76,5.7,14.6,7,"Top25th",73.7,61.8,9.3,26.5,26.2,24.4,"BelowAvg",13.5,"AboveAvg",36.9,4.2,32.8,79,"Top25th",25.8,81,17.7,43.1,3.6,"ExtremelyPoor","(42.11549779990, -72.5395254143)"
"MA","Worcester",181045,12.1,24.2,16.8,28.6,73.9,6.1,12.2,6,"Top25th",76,65.1,7.2,29.5,27.8,21.3,"NearAvg",10.1,"AboveAvg",35.9,3,24.3,79.7,"Top25th",25,82.5,12.7,40,2.7,"ExtremelyPoor","(42.27054254460, -71.8079404584)"
"MI","Ann Arbor",113934,12.2,18.3,21.4,21.2,66.8,4.7,9.7,3.7,"Second25th",65.3,73.9,4.3,35.2,40.8,14.3,"AboveAvg",5.7,"AboveAvg",31.7,2,16.1,83.2,"Lowest25th",23.5,80.1,7.7,31,1.6,"Good","(42.27568335670, -83.7311374448)"
"MI","Dearborn",98153,17.2,30.3,19.2,32.8,72.7,7,11.3,7.6,"Third25th",74.5,62.6,9.7,34.6,29.8,25.5,"AboveAvg",9.7,"AboveAvg",41.2,3.3,25.8,75.7,"Top25th",25,77.1,14.1,38.5,3.4,"Moderate","(42.31268846260, -83.2129368006)"
"MI","Detroit",713777,26.4,34.3,13.5,46.7,77,5.8,13.9,8.6,"Top25th",73.9,57,11,24,20.7,29.6,"BelowAvg",17.9,"AboveAvg",41.3,4.6,36.3,78.2,"Top25th",36.4,76.2,18.5,50.5,5.8,"ExtremelyPoor","(42.38470156310, -83.1053178776)"
"MI","Farmington Hills",79740,9.1,28.8,18,32.7,77.1,7.8,9.3,6.5,"Top25th",82.8,70.4,5.9,34.6,36.2,13.7,"AboveAvg",9.2,"BelowAvg",39.1,3.2,19,79.9,"Lowest25th",22.5,84.7,9.6,35,2.7,"Good","(42.48599569920, -83.3771159714)"
"MI","Flint",102434,24.4,35.5,15,42.6,75.1,5.8,13.4,8.3,"Top25th",71.6,57.8,11.5,26.7,23.8,28.6,"BelowAvg",15.8,"AboveAvg",39.2,4,36.2,77.7,"Top25th",34.1,76.7,18.7,44,5.1,"ExtremelyPoor","(43.02363393860, -83.6920640313)"
"MI","Grand Rapids",188040,19,26.3,20.1,33.2,72.3,5.9,11,6.2,"Third25th",71,64.7,7.4,35.3,37.3,20.5,"AboveAvg",9.9,"AboveAvg",37,3,26.2,79.6,"Third25th",28.7,79.9,13.1,35.4,3,"Moderate","(42.96148154140, -85.6556858473)"
"MI","Kalamazoo",74262,19.7,24.5,20.3,27.8,69,5,12,5.6,"Third25th",61.8,64.8,7.6,34.9,30.4,21.7,"NearAvg",8.7,"AboveAvg",34.7,2.8,24.3,75.7,"Top25th",34.5,76.5,12.8,34.4,2.8,"Moderate","(42.27487564740, -85.5881885760)"
"MI","Lansing",114297,18.6,27.7,18.8,31.9,73.2,5.5,11.4,6.4,"Second25th",71.2,64.1,8,32.8,29.4,23.2,"NearAvg",10.7,"AboveAvg",38.4,3.1,27.4,75.1,"Top25th",29.3,79,13.6,36.5,3.1,"Poor","(42.70907117510, -84.5584470022)"
"MI","Livonia",96942,8.9,30.9,20,33.3,75.5,8.5,9.2,7.2,"Top25th",82.1,71.2,7,38.4,35.3,17.3,"AboveAvg",8.7,"AboveAvg",42.4,3.2,19.5,80.2,"Lowest25th",20.9,84.9,10.1,34.7,2.8,"Good","(42.39715927370, -83.3733073683)"
"MI","Rochester Hills",70995,8.6,27.5,19.5,30.1,75.7,7.5,9,6,"Top25th",82.5,70.8,5.7,35.2,37.3,13.7,"AboveAvg",8.3,"AboveAvg",39,2.9,18,79.6,"Lowest25th",21,84.4,9.2,33.8,2.4,"Good","(42.66452567680, -83.1563037157)"
"MI","Southfield",71739,13.2,32.7,14.9,42.3,80.2,7.4,11.4,7.5,"Top25th",82.3,68.6,7.1,28.8,30.6,16.7,"AboveAvg",14.1,"BelowAvg",39.1,4.1,24.7,81.4,"Second25th",30.8,84.7,12.3,42.5,4.1,"Moderate","(42.47650162670, -83.2605284738)"
"MI","Sterling Heights",129699,12.6,30.9,19.3,35.5,77.1,7.3,10.1,7.4,"Third25th",78.2,69.2,8.1,36.5,30.5,22.4,"AboveAvg",9.8,"AboveAvg",41.8,3.2,25.4,75.9,"Second25th",24.8,79.3,12.2,35.7,3,"Good","(42.58098528300, -83.0303680858)"
"MI","Troy",80980,8.4,27.2,18.3,30.5,76,7.3,8.8,6,"Top25th",82.7,70.1,5.6,34.7,37.4,13,"AboveAvg",8.6,"BelowAvg",39.7,2.9,18.3,79.4,"Lowest25th",19.9,83.4,9.1,34,2.3,"Good","(42.58173403580, -83.1457545154)"
"MI","Warren",134056,16.7,32.9,18,37.6,77.4,7.4,11,8.5,"Third25th",77,65.2,9.7,35.6,28.2,26.1,"NearAvg",11.2,"AboveAvg",42,3.4,29.9,73.3,"Third25th",27.5,76.4,14.6,38,3.6,"Poor","(42.49342330340, -83.0270075248)"
"MI","Westland",84094,14.8,30.6,19.3,33.4,73.5,7.1,10.7,7.2,"Third25th",77.6,65.1,8.6,34.6,30.7,23.6,"AboveAvg",10,"AboveAvg",40.5,3.3,25.1,77.3,"Third25th",24.2,80.5,12.7,39.8,3.2,"Moderate","(42.31922204550, -83.3805461719)"
"MI","Wyoming",72125,17.5,26.1,21.5,30.5,70.8,5.7,10.5,5.9,"Third25th",73.7,64.7,7.3,35.2,37.7,21.1,"AboveAvg",9.1,"AboveAvg",36.8,2.8,25.6,78.8,"Third25th",25.7,81.2,12.7,35,2.6,"Moderate","(42.89097456610, -85.7067229249)"
"MN","Bloomington",82893,8.7,22.2,19.1,28.3,76.8,7.2,8.6,5.9,"Third25th",80.1,69.1,4.6,32.3,37.2,14.7,"AboveAvg",8,"AboveAvg",38.1,2.2,18.4,77.5,"Lowest25th",18.9,84.6,8.3,28.1,2.7,"Good","(44.83058524290, -93.3150995817)"
"MN","Brooklyn Park",75781,11.9,18.2,19.3,24.8,70.9,4.9,9.4,4.4,"Third25th",75.5,64.1,4.3,29.2,34.7,18.3,"AboveAvg",7.7,"AboveAvg",33.6,2,20.8,76.9,"Lowest25th",20.2,81.9,8.8,33.1,2.4,"Good","(45.11120339160, -93.3505067942)"
"MN","Duluth",86265,11.4,23.6,21.8,24.8,76.4,6,9.4,5.9,"Second25th",69.8,63.4,5.5,35.6,32.2,21.1,"AboveAvg",7.8,"AboveAvg",32.6,2.1,21.1,71.5,"Lowest25th",24.3,78.2,10.2,30.1,2.8,"Moderate","(46.78547034270, -92.1342013763)"
"MN","Minneapolis",382578,13.3,16.4,21.3,23.4,68.8,4.5,9.8,4.1,"Second25th",69.7,63.8,4.1,29.3,33.3,18.5,"AboveAvg",6.9,"AboveAvg",32.1,1.9,19.6,76.8,"Lowest25th",22.2,81.7,8.7,31.2,2.3,"Good","(44.96354079670, -93.2678345304)"
"MN","Plymouth",70576,6.2,18.9,20.9,24.8,73.5,6.3,8.2,4.6,"Third25th",80.3,70.7,3.6,33.2,39.7,12.8,"AboveAvg",6.4,"AboveAvg",35.8,1.8,14.7,79.2,"Lowest25th",17.9,86.8,6.8,27,2,"Good","(45.02246287400, -93.4616016242)"
"MN","Rochester",106769,9.1,19.9,21.1,27.1,75,6.2,7.9,5,"Second25th",74.8,70.8,4.3,35.4,34.3,15.2,"AboveAvg",7.1,"AboveAvg",33.1,1.9,18.7,80.9,"Lowest25th",22.5,84.8,8.1,29.5,2.4,"Good","(44.01505743840, -92.4775005494)"
"MN","St. Paul",285068,13.9,18.3,19.5,24.8,72.8,5,9.1,4.7,"Second25th",70,62.8,4.8,29.9,33.6,20.2,"AboveAvg",8,"AboveAvg",32.8,2,21.7,76.6,"Lowest25th",24.4,80.7,9.9,31.3,2.5,"Moderate","(44.94774025580, -93.1039958305)"
"MS","Gulfport",67793,23.2,26.8,14,40.4,80,5.8,9.1,6.8,"Top25th",70.2,56,7.4,33.5,30.4,24.3,"BelowAvg",12.4,"AboveAvg",41.8,3.1,30.5,68.3,"Top25th",27.5,77.2,14,38.9,3.9,"ExtremelyPoor","(30.42737700800, -89.0701908439)"
"MS","Jackson",173514,25,27.2,12,43.2,80.6,5.1,10,6.3,"Top25th",69.9,57.8,6.9,33.3,29.1,23.7,"BelowAvg",14.3,"BelowAvg",39.7,3.2,32.3,74,"Top25th",33.3,81.1,14.4,43.6,4.5,"ExtremelyPoor","(32.31627222000, -90.2124528561)"
"MO","Columbia",108500,16.2,18.4,18,22.5,71.6,4.6,9.9,4.2,"Lowest25th",61.2,63.6,5.3,39.3,34.3,19.2,"NearAvg",6.6,"AboveAvg",29.2,1.7,20,71.5,"Second25th",24.8,77.4,10.2,29.7,2,"Moderate","(38.94811096510, -92.3260129764)"
"MO","Independence",116830,17.7,29.1,14.8,32.5,81.1,7.5,10.1,7.8,"Second25th",73,59.9,8.8,38.2,37.4,24.1,"BelowAvg",11,"AboveAvg",41.3,2.6,26.2,71.6,"Third25th",25.2,76.2,14.7,33,3.5,"Poor","(39.08707947710, -94.3502748237)"
"MO","Kansas City",459787,18.8,25.4,15.1,32.3,79.3,5.9,10.3,6.2,"Third25th",70.6,59.5,7.2,35.4,35.1,22.7,"BelowAvg",11.3,"AboveAvg",37.4,2.6,25.5,73.2,"Third25th",28.5,78.4,13.6,35.7,3.4,"ExtremelyPoor","(39.12394139710, -94.5541236795)"
"MO","Lee's Summit",91364,10.4,24.1,16.7,28.6,78.8,6.9,8.9,5.6,"Third25th",75.3,66.7,5.7,41.3,42.2,17.6,"AboveAvg",8.2,"BelowAvg",38.1,2.1,18.4,76.4,"Lowest25th",22.9,83.5,10.2,30.6,2.4,"Good","(38.91705081280, -94.3814865856)"
"MO","O'Fallon",79329,11.1,22.7,18.1,24.9,75.6,5.9,8.6,4.9,"Third25th",75.2,65.4,5.5,39.9,42.1,18.6,"AboveAvg",7.2,"AboveAvg",35.4,1.9,20.3,74.8,"Lowest25th",20.1,82.8,10.1,33.2,2.1,"Good","(38.78522441610, -90.7176856736)"
"MO","St. Joseph",76780,17.6,27.9,15.4,31.6,79.5,6.7,9.9,7.1,"Second25th",69.7,58.5,8.6,36.2,35.5,24.3,"BelowAvg",10.2,"AboveAvg",40.8,2.5,28,69.8,"Third25th",25.4,76.3,14.1,37.3,3.3,"ExtremelyPoor","(39.75983121790, -94.8209246813)"
"MO","St. Louis",319294,20.7,26.3,15.8,33.4,79.7,5.4,11.2,6.5,"Third25th",68.3,56.7,7.9,36,29.6,25.3,"BelowAvg",12.9,"AboveAvg",34.3,3.1,26.9,69.5,"Top25th",30.4,77.1,15.1,39,4,"ExtremelyPoor","(38.63581226150, -90.2451186799)"
"MO","Springfield",159498,19.3,26.3,15.6,28.5,78.8,6.3,10.3,6.7,"Lowest25th",65.8,58,8.3,40,33.6,23.6,"BelowAvg",9.5,"AboveAvg",36.5,2.3,25.6,66.3,"Third25th",29.1,73.3,14.1,33.6,3.2,"ExtremelyPoor","(37.19426614840, -93.2914273656)"
"MT","Billings",104170,16.2,24.9,18.8,28.8,72.9,6.9,9.5,5.8,"Second25th",71.7,59.2,6.4,38.5,33.1,21.1,"NearAvg",8.3,"AboveAvg",35.4,2.3,20.8,70.8,"Lowest25th",22,78.7,12.2,29.5,2.9,"Poor","(45.78931026090, -108.548827840)"
"MT","Missoula",66788,16,19.4,22.2,23.5,67.1,5.3,9.5,4.5,"Lowest25th",64.1,59.2,5.3,34.3,31.3,18.4,"AboveAvg",6.2,"AboveAvg",32.3,1.8,16.1,74,"Lowest25th",20.9,78,10.3,29,2.2,"Moderate","(46.86944024550, -114.009863843)"
"NE","Lincoln",258379,15.1,20.6,23,24.7,73.1,5.2,8.6,4.7,"Lowest25th",67.1,61.8,5.2,38.8,31.9,18.9,"AboveAvg",7,"AboveAvg",35.7,1.9,18.3,74,"Lowest25th",22.6,76.8,8.6,30.5,2.3,"Good","(40.80961956950, -96.6806742049)"
"NE","Omaha",408958,17.4,23.2,21.4,28.6,76,5.6,8.4,5.4,"Second25th",70.2,61,5.6,37,34.8,20.5,"AboveAvg",9.2,"AboveAvg",35.3,2.4,22,73.2,"Lowest25th",24.8,80.4,10.1,32.6,2.8,"Moderate","(41.26423091110, -96.0415076441)"
"NV","Henderson",257729,14.5,23.8,16.6,29.8,73.3,6.8,8.6,6.2,"Second25th",75.3,63.2,6.8,34.3,30.9,17.6,"AboveAvg",9.5,"BelowAvg",38.4,3.2,20.9,72,"Lowest25th",20.9,80.5,11.1,36,2.7,"Good","(36.01223949160, -115.037392161)"
"NV","Las Vegas",583756,23.6,23.5,15.8,30.3,72.1,5.9,9.3,6.5,"Lowest25th",71.2,56.6,7.6,31.6,27.5,20.6,"BelowAvg",11,"AboveAvg",37.7,3.4,26.2,69.3,"Third25th",23.7,77.3,13.7,39,3.1,"Poor","(36.22741484380, -115.262670095)"
"NV","North Las Vegas",216961,27.4,20.7,16.3,28,68.5,4.5,9.8,5.4,"Lowest25th",67.8,53.7,7,28.2,24.7,22.6,"BelowAvg",10.9,"AboveAvg",34.6,3.1,27.8,69.4,"Third25th",25.1,76.8,14,41.8,2.9,"ExtremelyPoor","(36.28919935620, -115.088496088)"
"NV","Reno",225221,20.8,22.1,19.5,27.4,68.8,5.8,9.4,5.9,"Lowest25th",70.8,58.9,7.2,31.2,27.5,19.4,"NearAvg",8.6,"AboveAvg",37.5,2.9,20,67.4,"Third25th",17.8,76,12.8,33.6,2.8,"Poor","(39.55401719980, -119.852733516)"
"NV","Sparks",90264,20.2,23,19.4,27.7,69.3,6,9.3,5.9,"Lowest25th",73.1,59,7.4,30.5,26.9,19.5,"NearAvg",8.9,"AboveAvg",37.8,2.9,20.4,67.3,"Third25th",17.3,77.1,13,33.9,2.8,"Poor","(39.57337327600, -119.713134168)"
"NH","Manchester",109565,18.8,25.4,16.7,28.1,75.2,6.3,11.1,5.7,"Third25th",76.1,63.9,7.1,31.8,31.2,20.1,"NearAvg",8.9,"AboveAvg",34.4,2.2,21.5,77.3,"Second25th",24.9,81.4,11.8,36.5,2.7,"Poor","(42.98445417130, -71.4445313287)"
"NH","Nashua",86494,16.7,25.5,16.2,28.7,76.2,6.6,10.6,5.6,"Third25th",77.9,66.2,6.6,32.9,32.9,17.5,"AboveAvg",8.9,"BelowAvg",35.2,2.3,20.1,78.6,"Second25th",23.9,82.7,11,35.4,2.6,"Moderate","(42.74915544590, -71.4909587631)"
"NJ","Camden",77344,36.3,24,13.4,37.6,73.8,3.8,11.8,6.6,"Top25th",66.7,47,8.2,20.9,16.2,25.7,"BelowAvg",15.2,"AboveAvg",38.4,3.1,39.8,70.5,"Top25th",33.1,73.6,18.6,51,4.2,"ExtremelyPoor","(39.93619100660, -75.1072961899)"
"NJ","Clifton",84136,16.9,22.2,18.1,29.4,74,6,8.1,6,"Top25th",77.3,60.6,5.6,33.1,26.1,16.3,"AboveAvg",9.2,"AboveAvg",41.5,2.4,23.8,74,"Lowest25th",20.6,81.9,11,38.3,2.6,"Good","(40.86312174250, -74.1575145342)"
"NJ","Elizabeth",124969,31.2,21.3,15.6,27.8,72.2,4.3,9,6.1,"Third25th",70.7,47.5,6.2,24.7,20.7,21.8,"BelowAvg",12,"AboveAvg",35.9,2.7,32.5,72.9,"Top25th",25,78.7,14.8,43.9,3,"ExtremelyPoor","(40.66644477290, -74.1938679138)"
"NJ","Jersey City",247597,19.3,17.9,16.4,28,72.7,4,8.8,4.8,"Top25th",72.6,52.7,5.2,21.9,21.6,17,"NearAvg",9.7,"BelowAvg",34.1,2.3,27.3,70.7,"Second25th",20.7,76.1,11.3,44.3,2.5,"Poor","(40.71881308520, -74.0687740635)"
"NJ","Newark",277140,31,21.9,14.5,35.5,73.3,4,11,6.3,"Top25th",71,51.1,7.7,23.4,17.5,25,"BelowAvg",13.8,"AboveAvg",37.5,2.8,34.6,71.6,"Top25th",29.5,73.6,16.5,48.5,3.9,"ExtremelyPoor","(40.72606934490, -74.1752997118)"
"NJ","Passaic",69781,39.2,20.4,16.3,29.4,69.8,3.8,9.5,6,"Third25th",67.1,45.1,6.5,24.8,17.8,22.6,"BelowAvg",12.8,"AboveAvg",40.4,2.9,36.2,68,"Top25th",27.5,73.5,17.1,44.1,3.1,"ExtremelyPoor","(40.85745811090, -74.1281123174)"
"NJ","Paterson",146199,34,22.4,15.4,33.4,72.8,4,10.2,6.4,"Third25th",70.2,47.6,7,23.9,17.4,22.8,"BelowAvg",14,"AboveAvg",41,3.1,35.4,70.2,"Top25th",29,75.9,16.8,46,3.6,"ExtremelyPoor","(40.91468749770, -74.1624181271)"
"NJ","Trenton",84913,31.1,23.6,15.2,35,75.2,4.2,11.3,6.6,"Top25th",72.7,48.8,8,24.1,17.7,28,"BelowAvg",13.5,"AboveAvg",37.5,2.7,33.8,72,"Top25th",30.7,76.4,16.9,45.7,4.1,"ExtremelyPoor","(40.22372899810, -74.7639943311)"
"NJ","Union City",66455,34.8,19.8,16.9,28,72.6,4,8.9,6.3,"Third25th",71.2,44.5,5.7,20.1,17.3,18.6,"BelowAvg",12.9,"AboveAvg",37.1,3.2,35.2,66.2,"Third25th",24.2,75,15.8,43.6,2.7,"ExtremelyPoor","(40.76746068840, -74.0322935070)"
"NM","Albuquerque",545852,18,22.6,14.6,26,72,6.1,9.8,5.4,"Lowest25th",69.6,62.7,5.4,32.3,32,18.9,"AboveAvg",9.3,"BelowAvg",33.7,2.9,20.3,71.7,"Second25th",20.3,79.5,12.1,32.7,2.6,"Moderate","(35.10550257710, -106.647447696)"
"NM","Las Cruces",97618,21.4,23,16,28.9,74.3,5.7,9.4,5.6,"Lowest25th",65.4,55.2,5.8,32.8,24.8,17.6,"AboveAvg",10.2,"BelowAvg",36.4,3.1,20.8,66.7,"Second25th",23.1,78.2,13.2,31.5,2.9,"Moderate","(32.32663879700, -106.789465579)"
"NM","Rio Rancho",87521,13.7,22.2,16,25.9,71.9,6,9,5.2,"Lowest25th",71.6,60.2,5.5,35.3,28.8,16.5,"AboveAvg",8.5,"BelowAvg",35.4,2.7,18.5,67.7,"Second25th",19.8,81,11.4,32.2,2.5,"Good","(35.28730793500, -106.697981552)"
"NM","Santa Fe",67947,17.3,24.6,12.7,27,74.1,7.2,9.1,6.1,"Lowest25th",74.9,58.6,5.7,35,26.7,15.2,"AboveAvg",9.5,"BelowAvg",36.2,3.2,17.6,67.8,"Lowest25th",15.6,81.4,12.2,26.3,2.9,"Good","(35.66627196010, -105.972662995)"
"NY","Albany",97856,15.9,22,17.4,28.9,73.8,5,10.9,5.2,"Top25th",72.5,61,6.3,31.2,27.7,18.6,"NearAvg",9.1,"AboveAvg",33.9,1.9,24.4,72.1,"Third25th",25.5,79.1,11.7,38.6,2.8,"Poor","(42.66639696040, -73.7986826267)"
"NY","Buffalo",261310,19.4,26.6,16.2,33.3,77.4,5.3,12,6.6,"Top25th",73.8,57,8.4,25.1,24.1,22.7,"BelowAvg",12.4,"AboveAvg",36.1,2.5,30.6,73,"Top25th",29.4,78.5,15.2,43.2,3.9,"ExtremelyPoor","(42.90145182330, -78.8475237264)"
"NY","Mount Vernon",67292,17.1,26.1,13.7,39.3,78.6,5.7,11.4,6.2,"Top25th",80.7,61.4,6.7,25.2,27.7,17.7,"BelowAvg",13.3,"BelowAvg",37.8,2.7,28.5,77.1,"Third25th",27,82,13.6,46.4,4,"Poor","(40.91360085690, -73.8291001676)"
"NY","New Rochelle",77062,15.4,23.5,16,32.9,77.1,6.3,9.4,5.9,"Third25th",79.9,64.3,5.6,30.4,31.9,13.9,"AboveAvg",10,"BelowAvg",38.7,2.2,23.8,76.3,"Second25th",21.8,82.7,11.3,39.2,2.9,"Moderate","(40.93217131410, -73.7843883178)"
"NY","New York",8175133,19.5,21.9,15.9,30.1,74.2,5.1,10.2,5.5,"Top25th",76.1,61.2,6,28.1,25.8,17,"NearAvg",11,"BelowAvg",37.1,2.2,28.5,74.6,"Third25th",21.1,80.1,12.9,41,3,"Poor","(40.69496068900, -73.9313850409)"
"NY","Rochester",210565,21.7,23.8,15.6,34.4,75.2,4.8,12.3,5.8,"Third25th",73,57.1,7.9,25.9,27.5,23.3,"BelowAvg",11.7,"AboveAvg",34,2.3,28.8,75.6,"Top25th",31.3,78.4,15,42.4,3.6,"ExtremelyPoor","(43.16798029180, -77.6162348882)"
"NY","Schenectady",66135,18.5,25.1,16.6,30.9,74.9,5.7,11.5,6.3,"Top25th",74.7,58,8,28.1,28.2,23.1,"BelowAvg",10.3,"AboveAvg",39.1,2.1,28.2,70.7,"Top25th",25.6,78,14.4,41.3,3.4,"Poor","(42.80252044140, -73.9275333869)"
"NY","Syracuse",145170,20.8,24.1,16,29.8,73.8,5.1,12.3,6.2,"Third25th",69.5,58.7,8.3,28.2,24.6,23.9,"BelowAvg",10.3,"AboveAvg",37.7,2.2,29.4,72,"Top25th",27,76,14.9,39.1,3.5,"ExtremelyPoor","(43.04092020970, -76.1437679213)"
"NY","Yonkers",195976,18.9,24,15.4,32.5,76.4,6,9.7,6.1,"Third25th",79.3,60.9,6.2,29.5,31,15.7,"NearAvg",10.8,"BelowAvg",38.7,2.3,26.8,74.6,"Second25th",22.4,80.2,12.8,40.7,3,"Moderate","(40.94650255970, -73.8636959965)"
"NC","Asheville",83393,17.8,25.6,14.5,35,77.6,6.8,8.3,6.9,"Top25th",76.5,69.3,6.6,36.5,39.6,18.5,"AboveAvg",9.3,"BelowAvg",38.2,2.5,20.5,78.4,"Second25th",21.9,83.4,11.4,29.7,3.2,"Moderate","(35.57082513910, -82.5537350816)"
"NC","Cary",135234,12.6,19.6,16,25.2,71.5,5.5,6.9,4.5,"Top25th",80.2,72,4.2,42.8,43.2,13.3,"AboveAvg",6.7,"BelowAvg",34.5,1.9,14.3,81.4,"Lowest25th",18.3,87.1,8.1,28.7,1.9,"Good","(35.78149787220, -78.8152191642)"
